"PaperID","IndividualID","Virus_ICTV","Host_Upham","adult_mass_g","Dose_amount","Dose_unit","Dose_mass","Route_type"
10,"32_10","Lyssavirus rabies","Artibeus_lituratus",46.1,20754.9291275681,"FFU",450.215382376748,"Injection (body)"
10,"33_10","Lyssavirus rabies","Artibeus_lituratus",46.1,20754.9291275681,"FFU",450.215382376748,"Injection (body)"
12,"1_12","Monkeypox virus","Cynomys_ludovicianus",1125,125892.541179417,"PFU",111.90448104837,"Injection (body)"
12,"2_12","Monkeypox virus","Cynomys_ludovicianus",1125,125892.541179417,"PFU",111.90448104837,"Injection (body)"
12,"3_12","Monkeypox virus","Cynomys_ludovicianus",1125,125892.541179417,"PFU",111.90448104837,"Injection (body)"
12,"4_12","Monkeypox virus","Cynomys_ludovicianus",1125,125892.541179417,"PFU",111.90448104837,"Injection (body)"
12,"5_12","Monkeypox virus","Cynomys_ludovicianus",1125,251785.082358833,"PFU",223.808962096741,"Oronasal"
12,"6_12","Monkeypox virus","Cynomys_ludovicianus",1125,251785.082358833,"PFU",223.808962096741,"Oronasal"
12,"7_12","Monkeypox virus","Cynomys_ludovicianus",1125,251785.082358833,"PFU",223.808962096741,"Oronasal"
12,"8_12","Monkeypox virus","Cynomys_ludovicianus",1125,251785.082358833,"PFU",223.808962096741,"Oronasal"
12,"9_12","Monkeypox virus","Cynomys_ludovicianus",1125,251785.082358833,"PFU",223.808962096741,"Oronasal"
12,"10_12","Monkeypox virus","Cynomys_ludovicianus",1125,251785.082358833,"PFU",223.808962096741,"Oronasal"
19,"1_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"2_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"3_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"4_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"5_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"6_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"7_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"8_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"9_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"10_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"11_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"12_19","Japanese encephalitis virus","Eptesicus_fuscus",17.195,150,"Mouse LD50",8.72346612387322,"Injection (body)"
19,"13_19","Japanese encephalitis virus","Tadarida_brasiliensis",12.5,150,"Mouse LD50",12,"Injection (body)"
19,"14_19","Japanese encephalitis virus","Tadarida_brasiliensis",12.5,150,"Mouse LD50",12,"Injection (body)"
19,"15_19","Japanese encephalitis virus","Tadarida_brasiliensis",12.5,150,"Mouse LD50",12,"Injection (body)"
19,"16_19","Japanese encephalitis virus","Tadarida_brasiliensis",12.5,150,"Mouse LD50",12,"Injection (body)"
19,"17_19","Japanese encephalitis virus","Tadarida_brasiliensis",12.5,150,"Mouse LD50",12,"Injection (body)"
19,"18_19","Japanese encephalitis virus","Tadarida_brasiliensis",12.5,150,"Mouse LD50",12,"Injection (body)"
19,"19_19","Japanese encephalitis virus","Tadarida_brasiliensis",12.5,150,"Mouse LD50",12,"Injection (body)"
19,"20_19","Japanese encephalitis virus","Tadarida_brasiliensis",12.5,150,"Mouse LD50",12,"Injection (body)"
19,"21_19","Japanese encephalitis virus","Tadarida_brasiliensis",12.5,150,"Mouse LD50",12,"Injection (body)"
19,"22_19","Japanese encephalitis virus","Tadarida_brasiliensis",12.5,150,"Mouse LD50",12,"Injection (body)"
