PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
R	Aronow, Bruce								Gene expression profile analysis of mouse whole spleen following infection by lymphocytic choriomeningitis virus (LCMV), comparing LCMV-Armstrong and LCMV-Clone 13 expression patterns at 0, 5, 9, and 30 days								European Nucleotide Archive															2015-06-16	2014	To identify mechanisms behind immunosuppression during virus infections, we infected mice with LCMV-Armstrong and LCMV-Clone 13 expression patterns. LCMV-Armstrong induces a T-cell reaction that resolves infection within 8-10 days, while LCMV-Clone13 generates a persisten infection through immunosuppression. We used microarray to uncover splenic gene expression patterns specific to each LCMV infection at 5, 9, and 30 days Overall design: C57BL6 mice, 6-10 weeks old, were infected with LCMV-Armstrong and LCMV-Clone 13 or left uninfected (naAve). At days 5, 9, and 30 whole spleens were harvested for RNA extraction and hybridization on Affymetric microarray.																					DRCI:DATA2015257007238842		
J	HEYMAN, M; CORTHIER, G; PETIT, A; MESLIN, JC; MOREAU, C; DESJEUX, JF								INTESTINAL-ABSORPTION OF MACROMOLECULES DURING VIRAL-ENTERITIS - AN EXPERIMENTAL-STUDY ON ROTAVIRUS-INFECTED CONVENTIONAL AND GERM-FREE MICE								PEDIATRIC RESEARCH				22	1			72	78		10.1203/00006450-198707000-00017				JUL 1987	1987																						WOS:A1987H876200016	3627876	
J	Nao, Naganori; Kajihara, Masahiro; Manzoor, Rashid; Maruyama, Junki; Yoshida, Reiko; Muramatsu, Mieko; Miyamoto, Hiroko; Igarashi, Manabu; Eguchi, Nao; Sato, Masahiro; Kondoh, Tatsunari; Okamatsu, Masatoshi; Sakoda, Yoshihiro; Kida, Hiroshi; Takada, Ayato								A Single Amino Acid in the M1 Protein Responsible for the Different Pathogenic Potentials of H5N1 Highly Pathogenic Avian Influenza Virus Strains								PLOS ONE				10	9					e0137989	10.1371/journal.pone.0137989				SEP 14 2015	2015	Two highly pathogenic avian influenza virus strains, A/duck/Hokkaido/WZ83/2010 ( H5N1) (WZ83) and A/duck/Hokkaido/WZ101/2010 (H5N1) (WZ101), which were isolated from wild ducks in Japan, were found to be genetically similar, with only two amino acid differences in their M1 and PB1 proteins at positions 43 and 317, respectively. We found that both WZ83 and WZ101 caused lethal infection in chickens but WZ101 killed them more rapidly than WZ83. Interestingly, ducks experimentally infected with WZ83 showed no or only mild clinical symptoms, whereas WZ101 was highly lethal. We then generated reassortants between these viruses and found that exchange of the M gene segment completely switched the pathogenic phenotype in both chickens and ducks, indicating that the difference in the pathogenicity for these avian species between WZ83 and WZ101 was determined by only a single amino acid in the M1 protein. It was also found that WZ101 showed higher pathogenicity than WZ83 in mice and that WZ83, whose M gene was replaced with that of WZ101, showed higher pathogenicity than wild-type WZ83, although this reassortant virus was not fully pathogenic compared to wild-type WZ101. These results suggest that the amino acid at position 43 of the M1 protein is one of the factors contributing to the pathogenicity of H5N1 highly pathogenic avian influenza viruses in both avian and mammalian hosts.																					WOS:000361601100196	26368015	
J	Paweska, Janusz T.; van Vuren, Petrus Jansen; Swanepoel, Robert								Validation of an indirect ELISA based on a recombinant nucleocapsid protein of Rift Valley fever virus for the detection of IgG antibody in humans								JOURNAL OF VIROLOGICAL METHODS				146	1-2			119	124		10.1016/j.jviromet.2007.06.006				DEC 2007	2007	An indirect enzyme-linked immunoassay (I-ELISA) based on the recombinant nucleocapsid protein (rNp) of Rift Valley fever virus was validated for the detection of specific IgG antibody in human sera. Validation data sets derived from testing sera collected in Africa (n = 2967) were categorized according to the results of a virus neutralisation test. The assay had high intra- and inter-plate repeatability in routine runs. No detectable cross-reactions between IgG antibodies generated from mice experimentally infected with viruses representing genus Phlebovirus, Nairovirus, Orthobunyavirus and Bhanja virus of the family Bunyaviridae were observed. At a cut-off optimised by the two-graph receiver operating characteristics analysis at 95% accuracy level, the diagnostic sensitivity of the I-ELISA was 99.72% and diagnostic specificity 99.62% while estimates for the Youden's index (J) and efficiency (Ef) were 0.993 and 99.62%. When cut-off values determined by mean plus two and by mean plus three standard deviations derived from I-ELISA readings in an uninfected reference population were used, the diagnostic sensitivity was 100% but estimates of Y, Ef and other combined measures of diagnostic accuracy were lower. The I-ELISA based on rNp is highly sensitive, specific and robust and can be applied for diagnosis of infection of Rift Valley fever and disease-surveillance studies in humans. (c) 2007 Elsevier B.V. All rights reserved.																					WOS:000251648400016	17645952	
J	MEULEMANS, G; DEKEGEL, D; PEETERS, J; HALEN, P								ISOLATION AND CHARACTERIZATION OF AN HERPESVIRUS FROM PARROTS								VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT				47	6			455	461						1978	1978																						WOS:A1978GA55100002		
J	Coppola, MA; Green, WR; Rich, RF								Impaired generation of anti-AKR/gross murine leukemia virus cytotoxic T lymphocytes in mice experimentally infected with MuLV								VIRAL IMMUNOLOGY				9	2			107	119		10.1089/vim.1996.9.107				1996	1996	C57BL/6 (B6) and C57BL/6.Fv-1(n) (B6.Fv-1(n)) mice mount AKR/Gross murine leukemia virus (MuLV)-specific cytolytic T lymphocyte (CTL) responses following primary and secondary stimulation with AKR/Gross MuLV-induced tumor cells. In contrast, mice exposed to infectious virus rather than virus-infected cells generate little, if any, antiviral CTL activity. In this report, we show that inoculation of B6 or B6.Fv-1(n) mice with MuLV prior to priming with H-2-matched AKR/Gross virus antigen-positive tumor cells resulted in a profound inhibition of the virus-specific CTL response. Antiallogeneic major and minor histocompatibility antigen-specific CTL responses were not significantly diminished in MuLV-infected mice. The AKR/Gross MuLV-specific CTL response in B6 mice was inhibited by NB-tropic (SL3-3(NB), Friend and Moloney), but not N-tropic (AKR623) MuLV, suggesting that productive infection of host cells was required. We were unable to inhibit the in vitro generation of virus-specific CTL by adding modulator cells from virus-infected mice to mixed lymphocyte-tumor cell cultures (MLTC) of spleen cells from uninfected animals. We also failed to augment CTL generation in MLTC from virus-infected animals by adding exogenous IL-2 or CD4(+) lymphocytes from uninfected, tumor-primed mice. Taken together, the data suggested that the inhibition resulted from either a direct or an indirect effect on the in vivo priming of virus-specific CD8(+) cells. It is therefore interesting that MuLV such as Friend and Moloney, which do not encode the immunodominant epitope recognized by anti-AKR/Gross MuLV CTL, are nonetheless able to specifically inhibit this response. These results demonstrate a potentially important mechanism by which retroviruses may escape CTL-mediated immunity.																					WOS:A1996UW05800005	8822627	
J	Wilks, C. R.								Equine herpesvirus type I. The immune response.								Dissertation Abstracts International				36B	12			6010	6010						1976	1976	Following experimental infection of SPF ponies with equine herpesvirus type 1 (EHV) serum, neutralizing antibody, lymphocyte blastogenesis and positive skin tests were demonstrated. Cytotoxicity associated with serum, peripheral blood leucocytes in autologous serum and washed peripheral blood leucocytes were also demonstrated. The infection of hamsters with a hamster adapted strain of EHV was used as a model system to evaluate the efficacy of various preparations of immune serum and cells in conferring immunity. Hamsters could be passively protected against challenge with virus by the prior adoptive transfer of immune spleen cells, immune peritoneal exudate cells or immune rabbit serum but not by the transfer of immune thymus cells. A combination of immune spleen cells and antiserum conferred the highest protection. Macrophages from immune animals when established in cultures and infected with virus yielded less virus than did macrophages derived from non-immune animals. It was concluded that immunity to EHV was both humoral and cell-mediated.																					CABI:19762277732		
J	Likar, M; Kovic, M; Pustovrh, B; Sok, M								Cell mediated immunity in experimental infection with Semliki forest virus in mice.								Acta medica Iugoslavica				29	2			127	33						1975	1975																						MEDLINE:1169869	1169869	
J	Poplewska, J.; Asso, M. J.								Transmission of foot and mouth disease virus from experimentally infected new-born mice to their dams; immunological consquences.								Bulletin de l'Academie Veterinaire de France				35				299	302						1962	1962	It is concluded that under natural conditions the dam only becomes infected after eating the infected carcasses of her young; under experimental conditions immunity in the adult is stronger after i/p than after intranasal infection. T. E. G. R.																					CABI:19632203132		
R	Anonymous								Gene expression profile analysis of mouse whole spleen following infection by lymphocytic choriomeningitis virus (LCMV), comparing LCMV-Armstrong and LCMV-Clone 13 expression patterns at 0, 5, 9, and 30 days								ArrayExpress Archive															2015-02-23	2013	To identify mechanisms behind immunosuppression during virus infections, we infected mice with LCMV-Armstrong and LCMV-Clone 13 expression patterns. LCMV-Armstrong induces a T-cell reaction that resolves infection within 8-10 days, while LCMV-Clone13 generates a persisten infection through immunosuppression. We used microarray to uncover splenic gene expression patterns specific to each LCMV infection at 5, 9, and 30 days C57BL6 mice, 6-10 weeks old, were infected with LCMV-Armstrong and LCMV-Clone 13 or left uninfected (naive). At days 5, 9, and 30 whole spleens were harvested for RNA extraction and hybridization on Affymetric microarray.																					DRCI:DATA2015098006065948		
J	Romvary, J.; Csontos, J.								Aetiology of catarrhal and purulent virus pneumonia in pigs.				Adatok a sertes viruses eredetu hurutos, hurutosgennyes tudogyulladasahoz.				Mag. dilator.				15				210	214						1960	1960	The authors studied the lungs of slaughtered pigs, which had been affected with respiratory conditions. From subacute cases a virus was isolated together with a wide variety of staphylococci, pasteurella, salmonella, haemophilus, Corynebacterium pyogenes[Arcanobacterium pyogenes] and Escherichia coli in the more advanced cases. The virus was successfully propagated in 6 to 7-day-old chick embryos, and caused their death; it did not agglutinate the r.b.c. of hens, was susceptible to the broad spectrum antibiotics and caused lesions with mononuclear cell infiltration in the lungs of artificially infected pigs.On several farms a more acute respiratory disease was observed, the symptoms and P.M. lesions of which are described. From lungs affected with this condition another type of virus was isolated which was also successfully propagated in 13-day-old chick embryos and caused their death, and agglutinated the r.b.c. of hens, which agglutination could be inhibited by immune serum against type A human influenza virus (PR8), suggesting the presence of an identical antigen in the two viruses. Infection with the virus caused a temperature rise in ferrets and mild lung lesions in mice. Of 13 weanling piglets exposed to infection by various methods, 11 developed fever and various degrees of clinical symptoms; the virus was recovered from the lung lesions of 8, all infected via the trachea.From the brain of pigs from one farm the virus of Aujeszky's disease was isolated.The role of mismanagement and underfeeding as predisposing factors contributing to the pathogenicity of these viruses is discussed; good hygiene and the avoidance of the introduction of carriers are suggested as preventive measures.-A. SEBESTENY.																					CABI:19602203582		
J	Sanjuan, Norberto A.; Simula, Silvina; Casas, Jose; Woscoff, Alberto								DETECTION OF POLYOMAVIRUS MAJOR CAPSID ANTIGEN (VP-1) IN HUMAN PILOMATRICOMAS								MEDICINA-BUENOS AIRES				70	2			159	162						2010	2010	The family Polyomaviridae is composed of small, non-enveloped, double-stranded DNA viruses widely used to study cell transformation in vitro and tumor induction in vivo. The development of pilomatricomas in mice experimentally infected with polyomavirus led us to detect the viral major capsid protein VP-1 in human pilomatricomas. This tumor, even uncommon, is one of the most frequent benign hair follicle tumors in humans and is composed of proliferating matrix cells that undergo keratinization, and form cystic neoplasms. The detection of VP-1 was performed using the peroxidase-antiperoxidase technique in paraffin-embedded slides with a specific primary serum. Adjacent slides treated with normal rabbit serum as a primary were employed as internal control. Positive and negative controls were also employed as well as slides of lesions caused by human papillomavirus to rule out any unspecific cross-reactivity. In 4 out of 10 cases polyomavirus VP-1 was clearly detected in nuclei of human pilomatricomas proliferating cells. in a patchy pattern of distribution. The controls confirmed the specificity of the immunocytochemical procedure. These results could indicate either an eventual infection of the virus in already developed tumors or alternatively, a direct involvement of polyomavirus in the pathogenesis of some pilomatricomas. The recent discovery of a new human polyomavirus associated with Merkel cell carcinomas has been a strong contribution to better understand the pathogenesis of some human uncommon skin cancers. Hopefully the results reported in this work will encourage further research on the role of polyomavirus in other human skin neoplasms.																					WOS:000278015100008	20447899	
J	CORSO, P; TALLARICO, P								[Bone marrow and peripheral blood picture of neonatal mice experimentally infected by the Ancona 70 Vispo-virus strain].								Archivio italiano di scienze mediche tropicali e di parassitologia				43				597	605						1962-Nov	1962																						MEDLINE:14023186	14023186	
J	GIOVANNIELLO O A; NEJAMKIS M R; BOXACA M C; NOTA N R								EXPERIMENTAL INFECTION IN THE MOUSE BY JUNIN VIRUS PROTOTYPE OF THE DISEASE								Revista de la Asociacion Argentina de Microbiologia				7	1			5	12						1975	1975																						BCI:BCI197612042105		
J	PERRIN, P; THIBODEAU, L; SUREAU, P								RABIES IMMUNOSOME (SUBUNIT VACCINE) STRUCTURE AND IMMUNOGENICITY - PRE-EXPOSURE AND POST-EXPOSURE PROTECTION STUDIES								VACCINE				3	3			325	332		10.1016/S0264-410X(85)90224-5				1985	1985																						WOS:A1985ARE4600011	4060842	
J	Smith, AG; Sheridan, PA; Tseng, RJ; Beck, MA								Reduced IFN gamma producing, antigen-specific CD8+T cells in obese mice infected with influenza virus								FASEB JOURNAL				20	5			A1055	A1055						MAR 7 2006	2006						Experimental Biology 2006 MeetingExperimental Biology 2006 Meeting	APR 01-05, 2006APR 01-05, 2006	Amer Assoc Anatomists; Amer Physiol Soc; Amer Soc Biochem & Mol Biol; Amer Soc Investigat Pathol; Amer Soc Nutr; Amer Soc Pharmacol & Expt TherapeutAmer Assoc Anatomists; Amer Physiol Soc; Amer Soc Biochem & Mol Biol; Amer Soc Investigat Pathol; Amer Soc Nutr; Amer Soc Pharmacol & Expt Therapeut	San Francisco, CASan Francisco, CA													WOS:000236326202072		
J	Collier, H. O.; Fulton, J. D.; Innes, J. R.								Liver-pool Sch. Trop. Med.) The oedema of mice infected with Trypanosoma cruzi, and the accompanying pathological lesions								ANN TROP MED AND PARASITOL				36	(3)			137	150						1942	1942	Approx. 250 mice were exp'tally infected with Trypanosoma cruzi and a detailed study of the pathological conditions was made, and comparisons made with a number of mice and guinea pigs infected with T. rho-desiense, T. gambiense, T. congolense, T. equinum, and S. recurrentis. In mice injd. by any route except intraven., T. cruzi appeared in the blood in from 2 to 12 days. The parasites can be found at any time after intraven. injns. The majority of the mice developed severe subcut. edema during the acute stages. Marked swelling of the body was noted. This edema was not associated with lesions in the thyroid. Edema appears to occur in man, dogs, and mice[long dash]the only species in which T. cruzi causes pathological symptoms. The pathology of T. cruzi, based on data obtained from 100 mice, is discussed in great detail. The edema coincided with a large gain in body weight. A summary of the pathological findings is as follows generalized subcut. edema, generalized lymphadenopathy, acute diffuse myocarditis, endocarditis, valvulitis, focal hepatitis, acute systemic myosites, periphlebitis of the great veins, passive congestion and a moderate enlargement of the spleen. Leishmanoid forms were found in the heart, spleen, liver, pancreas, kidney, testis. skeletal muscles, tongue, salivary glands, many lymph nodes, and in the subcut. tissues. || ABSTRACT AUTHORS: B. B. Morgan																					BCI:BCI19441800003738		
J	Lin, J Z								[The pathological observation of experimental infections by Coxsackie virus B4 (CVB4) in mice].								Zhonghua bing li xue za zhi = Chinese journal of pathology				15	2			110	3						1986-Jun	1986																						MEDLINE:3022952	3022952	
J	Holm, Geoffrey H.; Pruijssers, Andrea J.; Li, Lianna; Danthi, Pranav; Sherry, Barbara; Dermody, Terence S.								Interferon Regulatory Factor 3 Attenuates Reovirus Myocarditis and Contributes to Viral Clearance								JOURNAL OF VIROLOGY				84	14			6900	6908		10.1128/JVI.01742-09				JUL 2010	2010	Apoptosis is a pathological hallmark of encephalitis and myocarditis caused by reovirus in newborn mice. In cell culture models, the antiviral transcription factor interferon regulatory factor 3 (IRF-3) enhances reovirus-induced apoptosis following activation via retinoic acid inducible gene I and interferon promoter-stimulating factor 1. To determine the role of IRF-3 in reovirus disease, we infected newborn IRF-3(+/+) and IRF-3(-/-) mice perorally with mildly virulent strain type 1 Lang (T1L) and fully virulent strain type 3 SA+ (T3SA+) and monitored infected animals for survival. Both wild-type and IRF-3(-/-) mice succumbed with equivalent frequencies to infection with T3SA+. However, the absence of IRF-3 was associated with significantly decreased survival rates following infection with T1L. The two virus strains achieved similar peak titers in IRF-3(+/+) and IRF-3(-/-) mice in the intestine, brain, heart, liver, and spleen. However, by day 12 postinoculation, titers in all organs examined were 10- to 100-fold higher in IRF-3(-/-) mice than those in wild-type mice. Increased titers were associated with marked pathological changes in all organs examined, especially in the heart, where absence of IRF-3 resulted in severe myocarditis. Cellular and humoral immune responses were equivalent in wild-type and IRF-3(-/-) animals, suggesting that IRF-3 functions independently of the adaptive immune response to enhance reovirus clearance. Thus, IRF-3 serves to facilitate virus clearance and prevent tissue injury in response to reovirus infection.																					WOS:000278935700001	20463082	
J	Sandoval, Salemiz; Sakamoto, Kathleen; Deepa, Shankar								Acceleration of leukemogenesis in CREB Transgenic mice by retroviral insertional mutagenesis.								BLOOD				108	11		4895	310B	310B						NOV 16 2006	2006						48th Annual Meeting of the American-Society-of-Hematology48th Annual Meeting of the American-Society-of-Hematology	DEC 09-12, 2006DEC 09-12, 2006	Amer Soc HematolAmer Soc Hematol	Orlando, FLOrlando, FL													WOS:000242440402014		
