PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Schulz, Claudia; Eschbaumer, Michael; Rudolf, Miriam; Koenig, Patricia; Keller, Markus; Bauer, Christian; Gauly, Matthias; Grevelding, Christoph G.; Beer, Martin; Hoffmann, Bernd								Experimental infection of South American camelids with bluetongue virus serotype 8								VETERINARY MICROBIOLOGY				154	3-4			257	265		10.1016/j.vetmic.2011.07.025				JAN 27 2012	2012	Bluetongue (BT) is an infectious, non-contagious disease of wild and domestic ruminants. It is caused by bluetongue virus (BTV) and transmitted by Culicoides biting midges. Since 1998, BT has been emerging throughout Europe, threatening not only the naive ruminant population. Historically, South American camelids (SAC) were considered to be resistant to BT disease. However, recent fatalities related to BTV in captive SAC have raised questions about their role in BTV epidemiology.Data on the susceptibility of SAC to experimental infection with BTV serotype 8 (BTV-8) were collected in an animal experiment. Three alpacas (Vicugna pacos) and three llamas (Lama glama) were experimentally infected with BTV-8. They displayed very mild clinical signs. Seroconversion was first measured 6-8 days after infection (dpi) by ELISA, and neutralising antibodies appeared 10-13 dpi. BTV-8 RNA levels in blood were very low, and quickly cleared after seroconversion. However, spleens collected post-mortem were still positive for BTV RNA, over 71 days after the last detection in blood samples. Virus isolation was only possible from blood samples of two alpacas by inoculation of highly sensitive interferon alpha/beta receptor-deficient (IFNAR(-/-)) mice.An in vitro experiment demonstrated that significantly lower amounts of BTV-8 adsorb to SAC blood cells than to bovine blood cells.Although this experiment showed that SAC are generally susceptible to a BTV-8 infection, it indicates that these species play a negligible role in BTV epidemiology. (C) 2011 Elsevier B.V. All rights reserved.																					WOS:000299582000006	21862245	
J	Sanchez-Burgos, G; Hernandez-Pando, R; Campbell, IL; Ramos-Castaneda, J; Ramos, C								Cytokine production in brain of mice experimentally infected with dengue virus								NEUROREPORT				15	1			37	42		10.1097/01.wnr.0000093581.33576.70				JAN 19 2004	2004	Dengue virus encephalopathy was experimentally induced in newborn mice by i.p. inoculation of dengue 2 virus. At 6 and 9 days post-infection, motor incoordination and posterior limb paralysis were observed with focal necrosis, apoptotic cells, perivascular inflammatory cuffing and astrocytosis, mainly in the cortex and hippocampus. Expression of dengue virus genome and mRNA encoding for TNF-alpha, IL-1alpha IL-2, IL-6, IL-1beta, IL-12p40, IFNalpha, and IFNbeta; in addition host survival and inflammatory response genes MAC-1, EB22, GFAP, ICAM-1 and A20, were increased, suggesting that experimental dengue encephalitis could be associated with virus replication, inflammatory cytokine production or both. Similar findings have been observed in human dengue virus infection. Therefore, our results can be useful to elucidate and support the physiopathology of the disease.																					WOS:000225139800009	15106828	
J	FORGHANI, B; SCHMIDT, NJ								ASSOCIATION OF HERPES-SIMPLEX VIRUS WITH PLATELETS OF EXPERIMENTALLY INFECTED MICE								ARCHIVES OF VIROLOGY				76	3			269	274		10.1007/BF01311111				1983	1983																						WOS:A1983RA63100011	6307229	
J	CARSKI, TR; WILSNACK, RE; SIKES, RK								PATHOGENESIS OF RABIES IN WILDLIFE .2. FLUORESCENT ANTIBODY STUDIES								AMERICAN JOURNAL OF VETERINARY RESEARCH				23	96			1048	&						1962	1962																						WOS:A19623700A00008		
J	Bouloy, M; Janzen, C; Vialat, P; Khun, H; Pavlovic, J; Huerre, M; Haller, O								Genetic evidence for an interferon-antagonistic function of Rift Valley fever virus nonstructural protein NSs								JOURNAL OF VIROLOGY				75	3			1371	1377		10.1128/JVI.75.3.1371-1377.2001				FEB 2001	2001	Rift Valley fever vints (RVFV), a phlebovirus of the family Bunyaviridae, is a major public health threat in Egypt and sub-Saharan Africa. The viral and host cellular factors that contribute to RVFV virulence and pathogenicity are still poorly understood. All pathogenic RVFV strains direct the synthesis of a nonstructural phosphoprotein (NSs) that is encoded by the smallest (S) segment of the tripartite genome and has an undefined accessory function. In this report, we show that MP12 and clone 13, two attenuated RVFV strains with mutations in the NSs gene, were highly virulent in IFNAR(-/-) mice lacking the alpha/beta interferon (IFN-alpha/beta) receptor but remained attenuated in IFN-gamma receptor-deficient mice. Both attenuated strains proved to be excellent inducers of early IFN-alpha/beta production. In contrast, the virulent strain ZH548 failed to induce detectable amounts of IFN-alpha/beta and replicated extensively in both IFN-competent and IFN-deficient mice. Clone 13 has a defective NSs gene with a large in-frame deletion. This defect in the NSs gene results in expression of a truncated protein which is rapidly degraded. To investigate whether the presence of the wild-type NSs gene correlated with inhibition of IFN-alpha/beta production, we infected susceptible IFNAR(-/-) mice with S gene reassortant viruses. When the S segment of ZH548 was replaced by that of clone 13, the resulting reassortants became strong IFN inducers, When the defective S segment of clone 13 was exchanged with the wild-type S segment of ZH548, the reassortant virus lost the capacity to stimulate IFN-alpha/beta production. These results demonstrate that the ability of RVFV to inhibit IFN-alpha/beta production correlates with viral virulence and suggest that the accessory protein NSs is an IFN antagonist.																					WOS:000166378700029	11152510	
J	DOHERTY R L; STANDFAST H A; CLARK I A								ADAPTATION TO MICE OF THE CAUSATIVE VIRUS OF EPHEMERAL FEVER OF CATTLE FROM AN EPIZOOTIC IN QUEENSLAND 1968								Australian Journal of Science				31	10			365	366						1969	1969																						BCI:BCI197107044630		
J	HAINAUT, P; VAIRA, D; FRANCOIS, C; CALBERGBACQ, CM								MOUSE MAMMARY-TUMOR VIRUS (MMTV) INFECTION IN SWISS AND RIII MICE - CORRELATION BETWEEN RESISTANCE TO EXOGENOUS INFECTION AND ANTI-MMTV SERUM RESPONSE								ARCHIVES OF VIROLOGY				113	1-2			35	52		10.1007/BF01318351				1990	1990																						WOS:A1990DW37100003	2167058	
J	SMETANA, ALES								The artificial feeding and infecting of fleas Xenopsylla Cheopis Roths								CESK PARASITOL				11				233	238						1964	1964	The paper describes a simple apparatus for the artificial feeding of fleas and their experimental infection (modified apparatus of Pshenitchnow), and presents the results with the fleas X. cheopis Roths. The number of engorged fleas amounted to 1565 out of a total of 3270 specimens (about 48%). Fresh skins from adult white mice (Mus musculus) deprived of all subcutaneous fat and connective tissue wereusedas membranes. The fleas fed on heparinized rat blood with a 10% suspension of the tick-borne encephalitis virus in 10% rat serum. The feeding time was 1[long dash]2 hours in an incubator at a temperature of 37[degree]C. The fleas starved from 3 to 31 days before the experiment. The thickness of the skin, used for the membrane (the skin with and without the subcutaneous fat and connective tissue) has a great influence on the feeding ability of the fleas. Male fleas feed less readily than females. The considerable fluctuation of the numbers of engorged fleas in the single groups under absolutely equal conditions depends most probably on the physiological process of the organism of the fleas (age, dependence on gonotrophic cycle in females, on copulation in the males etc.). The described method is very simple, does not need a complicated apparatus, is easy to work and is especially well suited for experimental work, when tracing the role of the fleas in the transmission of germs of various infectious diseases. || ABSTRACT AUTHORS: Author																					BCI:BCI19664700019535		
J	BALEZINA, TI; FADEEVA, LL; ZEMSKOV, VM; KORNEEVA, LE; LOIDINA, GI; NIKOLAEVA, OV; ERMOLEVA, ZV								INTERFERONOGENIC AND ANTIVIRAL ACTIVITY OF TOBACCO MOZAIC VIRUS TILORONE AND SODIUM NUCLEINATE								ANTIBIOTIKI				21	3			250	254						1976	1976																						WOS:A1976BK43600016	818948	
J	Pearson, James A.; Tai, Ningwen; Ekanayake-Alper, Dilrukshi K.; Peng, Jian; Hu, Youjia; Hager, Karl; Compton, Susan; Wong, F. Susan; Smith, Peter C.; Wen, Li								Norovirus Changes Susceptibility to Type 1 Diabetes by Altering Intestinal Microbiota and Immune Cell Functions								FRONTIERS IN IMMUNOLOGY				10						2654	10.3389/fimmu.2019.02654				NOV 12 2019	2019	Environmental factors contribute to Type 1 diabetes (T1D) susceptibility. The gut microbiome, which includes bacteria, viruses, and fungi, contributes to this environmental influence, and can induce immunological changes. The gut viral component of the microbiome, related to T1D has mostly focused on coxsackieviruses and rotavirus. The role of norovirus, another common enteric virus, in susceptibility to T1D was hitherto unknown. Norovirus is highly infectious and encountered by many children. We studied the mouse norovirus 4 (MNV4), related to human noroviruses, in the Non-obese diabetic (NOD) mouse model, to determine its role in influencing susceptibility to T1D. We infected MNV-free NOD mice with MNV4 by exposing the mice to MNV4-positive bedding from an endemically-infected mouse colony to mimic a natural infection. Control MNV-free NOD mice were exposed to MNV-free bedding from the same colony. Interestingly, MNV4 infection protected NOD mice from the development of T1D and was associated with an expansion of Tregs and reduced proinflammatory T cells. We also found MNV4 significantly modified the gut commensal bacteria composition, promoting increased alpha-diversity and Firmicutes/Bacteroidetes ratio. To elucidate whether T1D protection was directly related to MNV4, or indirectly through modulating gut microbiota, we colonized germ-free (GF) NOD mice with the MNV4-containing or non-MNV4-containing viral filtrate, isolated from filtered fecal material. We found that MNV4 induced significant changes in mucosal immunity, including altered Tuft cell markers, cytokine secretion, antiviral immune signaling markers, and the concentration of mucosal antibodies. Systemically, MNV4-infection altered the immune cells including B cell subsets, macrophages and T cells, and especially induced an increase in Treg number and function. Furthermore, in vitro primary exposure of the norovirus filtrate to naive splenocytes identified significant increases in the proportion of activated and CTLA4-expressing Tregs. Our data provide novel knowledge that norovirus can protect NOD mice from T1D development by inducing the expansion of Tregs and reducing inflammatory T cells. Our study also highlights the importance of distinguishing the mucosal immunity mediated by bacteria from that by enteric viruses.																					WOS:000501204000001	31798584	
J	Novokhatskii, A S; Gaidamovich, S Ia; Kushch, A A; Mel'nikova, E E; Tkachenko, A V								[Antiviral action of monoclonal antibodies].				Protivovirusnoe deistvie monoklonal'nykh antitel.				Voprosy virusologii				28	5			567	70						1983 Sep-Oct	1983	The antiviral effect of monoclonal antibodies MAK-14-7 possessing the neutralizing activity was studied on the model of Venezuelan equine encephalomyelitis virus in cell cultures and in experimentally infected laboratory animals. Mouse monoclonal antibodies exerted a marked specific antiviral effect in tissue culture and in white mice inhibiting virus reproduction by 1-3-5 log PFU/ml. The degree of inhibition of virus reproduction is inversely proportional to the multiplicity of infection. When used in combination with remantadine, ribavirin, interferon, and its inducer poly (I) X poly (C), the monoclonal antibodies MAK-14-7 exerted additive antiviral effect.																					MEDLINE:6197816	6197816	
J	Zhang Fang; Wang Jing; Lu KunPeng; Xiao Li; Peng Zhi; Cui PengFei; Guan LiZheng; Deng GuoHua; Chen HuaLan								Whole genomic sequence and pathogenicity analysis of a wild bird-derived H9N2 subtype avian influenza virus.								Zhongguo Yufang Shouyi Xuebao / Chinese Journal of Preventive Veterinary Medicine				37	1			15	18						2015	2015	To investigate the biological characteristics of a H9N2 subtype avian influenza virus (AIV) Wide Bird/HuN/SC1400/2014(H9N2) (WB/400/14) that isolated from wild bird droppings collected in north of Hunan area, the whole genome of the isolate was sequenced and the pathogenicity of the isolate was evaluated in SPF chicken, SPF ducks and BALB/c mice. Sequence analysis showed that the isolate had a HA cleavage site of 333PAASDR GL340, which was identity to the sequence characters of low pathogenic AIV (LPAIV). The different gene segments of the isolate showed a complicated source, which had the high homology with H9, H6, H4, H1, H11, H10 and H3 subtype LPAIVs, respectively. The infectious experiments demonstrated that the isolate had no ability to duplicate in chicken and mice. However, the virus was able to be detected in partial organs of artificially infected ducks. In addition, the infected ducks were able to shed through throat and cloaca, while the contacting infected ducks only shed through cloaca, which illustrated that the isolate had the ability of horizontal transmission.																					CABI:20153076453		
J	NOVOKHATSKY, AS; GAIDAMOVICH, SY; KUSHCH, AA; MELNIKOVA, EE; TKACHENKO, AV; ZHDANOV, VM								ANTIVIRAL EFFECT OF MONOCLONAL-ANTIBODIES								VOPROSY VIRUSOLOGII					5			567	570						1983	1983																						WOS:A1983RQ90100010		
J	FRIEDMAN, RM; BARON, S; STEINMULLER, RI; BUCKLER, CE								ROLE OF ANTIBODY, DELAYED HYPERSENSITIVITY, AND INTERFERON PRODUCTION IN RECOVERY OF GUINEA PIGS FROM PRIMARY INFECTION WITH VACCINIA VIRUS								JOURNAL OF EXPERIMENTAL MEDICINE				116	3			347	&		10.1084/jem.116.3.347				1962	1962																						WOS:A19624827B00001	13895287	
J	BUXTON, D; REID, HW; POW, I								IMMUNOSUPPRESSION IN TOXOPLASMOSIS - STUDIES IN MICE WITH A CLOSTRIDIAL VACCINE AND LOUPING-ILL VIRUS-VACCINE								JOURNAL OF COMPARATIVE PATHOLOGY				89	3			375	379		10.1016/0021-9975(79)90027-6				1979	1979																						WOS:A1979HL08600009	231055	
J	Pascutti, Fernanda M.; Poplonski, Tomasz; Van Lier, Rene A. W.; Brandao, Claudia; Nolte, Martijn A.								Costimulation Through GITR Increases Follicular Helper T Cell Formation and Leads To Control Of A Chronic Viral Infection								BLOOD				122	21		3496				10.1182/blood.V122.21.3496.3496				NOV 15 2013	2013						55th Annual Meeting of the American-Society-of-Hematology55th Annual Meeting of the American-Society-of-Hematology	DEC 07-10, 2013DEC 07-10, 2013	Amer Soc HematolAmer Soc Hematol	New Orleans, LANew Orleans, LA													WOS:000331385007260		
J	Nelson, John B.								Studies on endemic pneumonia of the albino rat. II. The nature of the causal agent in experimentally infected mice								JOUR EXPTL MED				84	(1)			15	23		10.1084/jem.84.1.15				1946	1946	Coccobacilliform bodies, pleuropneumonia-like organisms, or other cultivable pathogenic bacteria were not demonstrable in lung and exudate suspensions from selected adult rats naturally infected with endemic pneumonia or from experimentally infected mice. The specific; factor in lung suspensions from mice was identified with an agent which was active on dilution through 107. It failed to pass through Berkefeld N filters but was generally present in V filtrates, with a loss is titer up to 1000-fold. It was largely removed from suspension on centrifugation at a speed of 9000 R.P.M for 30 min. Attempts to cultivate the agent in embryonated eggs were uniformly unsuccessful. In fluid suspension it failed to withstand storage at 40 [degree]C for a week but remained viable for at least 3 months in a frozen state under dry ice. The relation of the infective agent to viruses and to pleuropneumonia-like organisms is discussed. || ABSTRACT AUTHORS: J. B. Nelson																					BCI:BCI19462000017966		
J	Wu, Xiaoyan; Lu, Liang; Guzman, Hilda; Tesh, Robert B.; Xiao, Shu-Yuan								Persistent infection and associated nucleotide changes of West Nile virus serially passaged in hamsters								JOURNAL OF GENERAL VIROLOGY				89				3073	3079		10.1099/vir.0.2008/003210-0				DEC 2008	2008	Hamsters experimentally infected with the neuroinvasive West Nile virus (WNV) strain NY385-99 frequently develop persistent renal infection and viruria. Viruses recovered from the urine of such animals no longer cause neurological disease when inoculated into naive hamsters. To examine if this phenotypic change is stable, and if additional nucleotide changes occur during further passages, a urine isolate from a persistently infected hamster (WNV 9317B) was serially passaged in hamsters, and representative isolates from each passage were analysed for pathogenesis in hamsters and by nucleotide sequencing. The progeny viruses tested all resulted in asymptomatic infection when inoculated into hamsters and caused no mortality. Most of the original nucleotide changes were retained in these serial WNV isolates. Changes were distributed throughout the genome at 116 sites, ranging from 0.082 to 0.262%, compared with the parent strain NY385-99, and they were mostly in coding regions. Our findings indicate that WNV underwent additional genetic changes during serial passage in hamsters, but there was no reversion to neurotropism and virulence.																					WOS:000261527800019	19008395	
